typeID,typeName,groupID,groupName,marketGroupID,marketGroupName,mass,volume,capacity,portionSize,raceID,basePrice,published
20971,Guardian Uranium Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
20973,Guardian Plutonium Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
20975,Guardian Antimatter Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
20977,Guardian Iron Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20979,Guardian Tungsten Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20981,Guardian Iridium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20983,Guardian Lead Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20985,Guardian Thorium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20987,Guardian Uranium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20989,Guardian Plutonium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20991,Guardian Antimatter Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
20993,Guardian Antimatter Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
20995,Guardian Iridium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
20997,Guardian Iron Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
20999,Guardian Lead Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21001,Guardian Plutonium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21003,Guardian Thorium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21005,Guardian Tungsten Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21007,Guardian Uranium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21009,Capital Propulsion Engine,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21010,Capital Propulsion Engine Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1253962000,1
21011,Capital Turret Hardpoint,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21012,Capital Turret Hardpoint Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1462602000,1
21013,Capital Sensor Cluster,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21014,Capital Sensor Cluster Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1202763200,1
21017,Capital Armor Plates,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21018,Capital Armor Plates Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1291210800,1
21019,Capital Capacitor Battery,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21020,Capital Capacitor Battery Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1146936000,1
21021,Capital Power Generator,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,2,,1
21022,Capital Power Generator Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1360063200,1
21023,Capital Shield Emitter,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21024,Capital Shield Emitter Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1306728000,1
21025,Capital Jump Drive,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21026,Capital Jump Drive Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1663964800,1
21027,Capital Cargo Bay,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21028,Capital Cargo Bay Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,833702400,1
21029,Capital Drone Bay,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21030,Capital Drone Bay Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,872279600,1
21035,Capital Computer System,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21036,Capital Computer System Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1228398800,1
21037,Capital Construction Parts,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21038,Capital Construction Parts Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1005494000,1
21039,Capital Siege Array,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21040,Capital Siege Array Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1543366400,1
21041,Capital Launcher Hardpoint,873,Capital Construction Components,781,Standard Capital Ship Components,10000,10000,0,1,,,1
21042,Capital Launcher Hardpoint Blueprint,915,Capital Construction Blueprints,796,Standard Capital Ship Components,0,0.01,0,1,,1393368000,1
21043,Ancient Treasure Map,526,Commodities,,NA,1,0.1,0,1,,,1
21044,Pistols,526,Commodities,,NA,2500,2,0,1,,,1
21046,Nugoeihuvi Transaction Logs,526,Commodities,,NA,1,1,0,1,,,1
21047,Oshima's System Scanner,472,System Scanner,,NA,0,800,0,1,,,0
21048,Kepheur's Keycard,474,Acceleration Gate Keys,,NA,1,0.1,0,1,,,1
21049,Tao Pai Motow,533,Storyline Mission Cruiser,,NA,10100000,101000,235,1,1,,0
21052,Old Storage Container,306,Spawn Container,,NA,10000,27500,2700,1,,,0
21053,Kepheur's DNA,526,Commodities,,NA,1,0.1,0,1,,,1
21054,Crude Sculpture,526,Commodities,,NA,100,5,0,1,,320000,1
21055,Crude Sculpture Blueprint,356,Tool Blueprint,,NA,0,0.01,0,1,,,0
21056,Tara Buquet,533,Storyline Mission Cruiser,,NA,12000000,112000,265,1,8,,0
21057,Tara's Insignia,409,Empire Insignia Drops,,NA,0.1,0.1,0,1,1,,1
21058,COSMOS Caldari Non-Pirate Battleship 4,523,Storyline Battleship,,NA,19000000,22000000,235,1,1,,0
21059,Shield Compensation,1209,Shields,1747,Shields,0,0.01,0,1,,150000,1
21060,COSMOS Caldari Non-Pirate Frigate Elite 4,520,Storyline Frigate,,NA,1650000,16500,235,1,1,,0
21061,Makele Kordonii,533,Storyline Mission Cruiser,,NA,10900000,109000,120,1,2,,0
21062,Makele's Tag,370,Criminal Tags,,NA,1,0.1,0,1,,,1
21063,Zvarin Karsha_,533,Storyline Mission Cruiser,,NA,96000000,960000,2300,1,1,,0
21064,Zvarin Karsha,283,Livestock,,NA,90,3,0,1,,,1
21065,Ryoke Laika,533,Storyline Mission Cruiser,,NA,10100000,101000,235,1,1,,0
21066,Ryoke Laika,283,Livestock,,NA,80,1,0,1,,,1
21067,Ryoke Laika's Head,526,Commodities,,NA,1,0.1,0,1,,,1
21068,Sheriff Togany_,533,Storyline Mission Cruiser,,NA,10100000,101000,235,1,1,,0
21070,Sheriff Togany,283,Livestock,,NA,80,1,0,1,,,1
21071,Rapid Launch,256,Missiles,373,Missiles,0,0.01,0,1,,60000,1
21073,Sleeper Split Cables,530,Materials and Compounds,1902,Sleeper,1,1,0,1,,,1
21074,Talocan Sketch Books,735,Decryptors - Talocan,1903,Talocan,1,1,0,1,,,1
21075,Talocan Molecule Binder,530,Materials and Compounds,1903,Talocan,1,1,0,1,,,1
21076,Talocan Stasis Inverter,528,Artifacts and Prototypes,1903,Talocan,1,0.1,0,1,,,1
21077,Talocan Info Shards,735,Decryptors - Talocan,1903,Talocan,1,1,0,1,,,1
21078,Talocan Reflective Sheets,530,Materials and Compounds,1903,Talocan,1,1,0,1,,,1
21079,Talocan Perpetual Clock,528,Artifacts and Prototypes,1903,Talocan,1,0.1,0,1,,,1
21080,Talocan Solid Atomizer,528,Artifacts and Prototypes,1903,Talocan,1,0.1,0,1,,,1
21081,Talocan Mechanical Gears,530,Materials and Compounds,1903,Talocan,1,1,0,1,,,1
21082,Talocan System Interface Unit,528,Artifacts and Prototypes,1903,Talocan,1,0.1,0,1,,,1
21084,Talocan Mathematical Schematics,735,Decryptors - Talocan,1903,Talocan,1,1,0,1,,,1
21085,Talocan Automation Accounts,735,Decryptors - Talocan,1903,Talocan,1,1,0,1,,,1
21086,Talocan Partition Plates,530,Materials and Compounds,1903,Talocan,1,1,0,1,,,1
21087,Talocan Intricate Formulas,735,Decryptors - Talocan,1903,Talocan,1,1,0,1,,,1
21088,Talocan Stasis Deflector,528,Artifacts and Prototypes,1903,Talocan,1,0.1,0,1,,,1
21089,Talocan Ignition Device,530,Materials and Compounds,1903,Talocan,1,1,0,1,,,1
21090,Bai Tarziiki,533,Storyline Mission Cruiser,,NA,10100000,101000,235,1,1,,0
21091,Bai's Corpse,526,Commodities,,NA,80,1,0,1,,,1
21092,Motani Ihura,533,Storyline Mission Cruiser,,NA,10100000,101000,235,1,1,,0
21094,Cynosural Field I,2020,NA,,NA,1,65449847,0,1,,,0
21095,Cynosural Field I Blueprint,532,Gang Coordinator Blueprint,,NA,0,0.01,0,1,,,0
21096,Cynosural Field Generator I,658,Cynosural Field Generator,1641,Cynosural Field Generators,0,50,0,1,,3137264,1
21097,Goru's Shuttle,31,Shuttle,1631,Faction Shuttles,1600000,5000,10,1,1,7500,1
21098,Goru's Shuttle Blueprint,111,Shuttle Blueprint,,NA,0,0.01,0,1,,,0
21099,Kazka Loot Container,306,Spawn Container,,NA,10000,1200,1000,1,,,0
21101,RabaRaba ChooChoo,533,Storyline Mission Cruiser,,NA,10100000,101000,235,1,1,,0
21103,Jakon Tooka,533,Storyline Mission Cruiser,,NA,11800000,118000,235,1,4,,0
21104,Jakon's Tag,370,Criminal Tags,,NA,1,0.1,0,1,,,1
21105,Cosmos Bellicose,517,Agents in Space,,NA,0,0,0,1,2,,0
21106,Cosmos Bestower,517,Agents in Space,,NA,0,0,0,1,4,,0
21107,Cosmos Claw,517,Agents in Space,,NA,0,0,0,1,2,,0
21108,Cosmos Executioner,517,Agents in Space,,NA,0,0,0,1,4,,0
21109,Cosmos Hoarder,517,Agents in Space,,NA,0,0,0,1,2,,0
21110,Cosmos Hound,517,Agents in Space,,NA,0,0,0,1,2,,0
21111,Cosmos Mammoth,517,Agents in Space,,NA,0,0,0,1,2,,0
21112,Cosmos Maulus,517,Agents in Space,,NA,0,0,0,1,8,,0
21113,Cosmos Navitas,517,Agents in Space,,NA,0,0,0,1,8,,0
21114,Cosmos Omen,517,Agents in Space,,NA,0,0,0,1,4,,0
21115,Cosmos Retribution,517,Agents in Space,,NA,0,0,0,1,4,,0
21116,Cosmos Rifter,517,Agents in Space,,NA,0,0,0,1,2,,0
21117,Cosmos Rupture,517,Agents in Space,,NA,0,0,0,1,2,,0
21118,Cosmos Scythe,517,Agents in Space,,NA,0,0,0,1,2,,0
21119,Cosmos Stiletto,517,Agents in Space,,NA,0,0,0,1,2,,0
21120,Cosmos Tempest,517,Agents in Space,,NA,0,0,0,1,2,,0
21121,Cosmos Thrasher,517,Agents in Space,,NA,0,0,0,1,2,,0
21122,Cosmos Vagabond,517,Agents in Space,,NA,0,0,0,1,2,,0
21123,Cosmos Vigil,517,Agents in Space,,NA,0,0,0,1,2,,0
21124,Cosmos Wolf,517,Agents in Space,,NA,0,0,0,1,2,,0
21125,Cosmos Wreathe,517,Agents in Space,,NA,0,0,0,1,2,,0
21126,Raytio Family Supplies,526,Commodities,,NA,100,10,0,1,,,1
21127,Payo Ming,534,Storyline Mission Battleship,,NA,19000000,22000000,235,1,1,,0
21128,COSMOS Magye Eraser,522,Storyline Cruiser,,NA,10100000,101000,235,1,1,,0
21129,COSMOS Magye Silencer,522,Storyline Cruiser,,NA,10100000,101000,235,1,1,,0
21130,COSMOS Magye Death Dealer,520,Storyline Frigate,,NA,1650000,16500,235,1,1,,0
21131,COSMOS Magye Wrecker,520,Storyline Frigate,,NA,1650000,16500,130,1,1,,0
21132,Burkur's Vigil,517,Agents in Space,,NA,0,0,0,1,2,,0
21133,Mork's Probe,517,Agents in Space,,NA,0,0,0,1,2,,0
21134,Kersos' Thrasher,517,Agents in Space,,NA,0,0,0,1,2,,0
21135,Rakken's Claw,517,Agents in Space,,NA,0,0,0,1,2,,0
21136,Pokkolen's Wreathe,517,Agents in Space,,NA,0,0,0,1,2,,0
21137,Hekken's Condor,517,Agents in Space,,NA,0,0,0,1,1,,0
21138,Nitrut's Vigil,517,Agents in Space,,NA,0,0,0,1,2,,0
21139,Takson's Wreathe,517,Agents in Space,,NA,0,0,0,1,2,,0
21140,Rochet's Incursus,517,Agents in Space,,NA,0,0,0,1,8,,0
21141,Darrchien's Navitas,517,Agents in Space,,NA,0,0,0,1,8,,0
21142,Stokk's Claw,517,Agents in Space,,NA,0,0,0,1,2,,0
21143,Rikkiryo's Heron,517,Agents in Space,,NA,0,0,0,1,1,,0
21144,Hatram's Executioner,517,Agents in Space,,NA,0,0,0,1,4,,0
21145,Nitrus' Vigil,517,Agents in Space,,NA,0,0,0,1,2,,0
21146,Ouche's Navitas,517,Agents in Space,,NA,0,0,0,1,8,,0
21147,Bokh's Rifter,517,Agents in Space,,NA,0,0,0,1,2,,0
21148,Karkinen's Cormorant,517,Agents in Space,,NA,0,0,0,1,1,,0
21149,Sakt's Stiletto,517,Agents in Space,,NA,0,0,0,1,2,,0
21150,Sarbaert's Hound,517,Agents in Space,,NA,0,0,0,1,2,,0
21151,Tekrawhol's Rupture,517,Agents in Space,,NA,0,0,0,1,2,,0
21152,Tromkurt's Vagabond,517,Agents in Space,,NA,0,0,0,1,2,,0
21153,Rugaert's Vigil,517,Agents in Space,,NA,0,0,0,1,2,,0
21154,Asshala's Retribution,517,Agents in Space,,NA,0,0,0,1,4,,0
21155,Horkund's Scythe,517,Agents in Space,,NA,0,0,0,1,2,,0
21156,Korten's Vagabond,517,Agents in Space,,NA,0,0,0,1,2,,0
21157,Patrenn's Rifter,517,Agents in Space,,NA,0,0,0,1,2,,0
21158,Tikrest's Rupture,517,Agents in Space,,NA,0,0,0,1,2,,0
21159,Ucham's Omen,517,Agents in Space,,NA,0,0,0,1,4,,0
21160,Sharum's Maulus,517,Agents in Space,,NA,0,0,0,1,8,,0
21161,Kutill's Hoarder,715,Destructible Agents In Space,,NA,0,0,0,1,2,,0
21162,Mothrus's Bellicose,517,Agents in Space,,NA,0,0,0,1,2,,0
21163,Maertigor's Wreathe,517,Agents in Space,,NA,0,0,0,1,2,,0
21164,Ristiger's Bellicose,517,Agents in Space,,NA,0,0,0,1,2,,0
21165,Frain's Blackbird,517,Agents in Space,,NA,0,0,0,1,1,,0
21166,Karadom's Mammoth,517,Agents in Space,,NA,0,0,0,1,2,,0
21167,Robaerger's Scythe,517,Agents in Space,,NA,0,0,0,1,2,,0
21168,Torsont's Bellicose,517,Agents in Space,,NA,0,0,0,1,2,,0
21169,Jogmundt's Probe,517,Agents in Space,,NA,0,0,0,1,2,,0
21170,Hakkars' Wolf,517,Agents in Space,,NA,0,0,0,1,2,,0
21171,Murchor's Tempest,517,Agents in Space,,NA,0,0,0,1,2,,0
21172,Ossiam's Retribution,517,Agents in Space,,NA,0,0,0,1,4,,0
21173,Quereg's Omen,517,Agents in Space,,NA,0,0,0,1,4,,0
21174,Kverkinn's Stiletto,517,Agents in Space,,NA,0,0,0,1,2,,0
21175,Namian's Retribution,517,Agents in Space,,NA,0,0,0,1,4,,0
21176,Tyrfin's Rupture,517,Agents in Space,,NA,0,0,0,1,2,,0
21177,Spitek's Bellicose,517,Agents in Space,,NA,0,0,0,1,2,,0
21178,Gurmurkur's Vagabond,517,Agents in Space,,NA,0,0,0,1,2,,0
21179,Verkort's Scythe,517,Agents in Space,,NA,0,0,0,1,2,,0
21180,Illian's Passcard,526,Commodities,,NA,1,0.1,0,1,,,1
21181,Illian Gara,534,Storyline Mission Battleship,,NA,19000000,22000000,235,1,1,,0
21194,Blood Radio S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21196,Blood Microwave S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21198,Blood Infrared S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21200,Blood Standard S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21202,Blood Ultraviolet S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21204,Blood Xray S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21206,Blood Gamma S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21208,Blood Multifrequency S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21210,Blood Microwave M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21212,Blood Infrared M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21214,Blood Standard M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21216,Blood Ultraviolet M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21218,Blood Xray M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21220,Blood Gamma M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21222,Blood Multifrequency M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21224,Blood Radio L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21226,Blood Microwave L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21228,Blood Infrared L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21230,Blood Standard L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21232,Blood Ultraviolet L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21234,Blood Xray L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21236,Blood Gamma L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21238,Blood Multifrequency L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21240,Blood Radio XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21242,Blood Microwave XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21244,Blood Infrared XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21246,Blood Standard XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21248,Blood Ultraviolet XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21250,Blood Xray XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21252,Blood Gamma XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21254,Blood Multifrequency XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21256,Dark Blood Radio S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21258,Dark Blood Microwave S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21260,Dark Blood Infrared S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21262,Dark Blood Standard S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21264,Dark Blood Ultraviolet S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21266,Dark Blood Xray S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21268,Dark Blood Gamma S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21270,Dark Blood Multifrequency S,86,Frequency Crystal,997,Small,1,1,0,1,,,1
21272,Dark Blood Radio M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21274,Dark Blood Microwave M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21276,Dark Blood Infrared M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21278,Dark Blood Standard M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21280,Dark Blood Ultraviolet M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21282,Dark Blood Xray M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21284,Dark Blood Gamma M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21286,Dark Blood Multifrequency M,86,Frequency Crystal,996,Medium,1,1,0,1,,,1
21288,Dark Blood Radio L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21290,Dark Blood Microwave L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21292,Dark Blood Infrared L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21294,Dark Blood Standard L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21296,Dark Blood Ultraviolet L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21298,Dark Blood Xray L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21300,Dark Blood Gamma L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21302,Dark Blood Multifrequency L,86,Frequency Crystal,995,Large,1,1,0,1,,,1
21304,Dark Blood Radio XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21306,Dark Blood Microwave XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21308,Dark Blood Infrared XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21310,Dark Blood Standard XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21312,Dark Blood Ultraviolet XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21314,Dark Blood Xray XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21316,Dark Blood Gamma XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21318,Dark Blood Multifrequency XL,86,Frequency Crystal,1007,Extra Large,1,1,0,1,,,1
21320,Guristas Iron Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21322,Guristas Tungsten Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21324,Guristas Iridium Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21326,Guristas Lead Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21328,Guristas Thorium Charge S,85,Hybrid Charge,993,Small,0.05,0.0025,0,100,,4000,1
21330,Guristas Uranium Charge S,85,Hybrid Charge,993,Small,0.05,0.0025,0,100,,4000,1
21332,Guristas Plutonium Charge S,85,Hybrid Charge,993,Small,0.05,0.0025,0,100,,4000,1
21334,Guristas Antimatter Charge S,85,Hybrid Charge,993,Small,0.05,0.0025,0,100,,4000,1
21335,Guristas Antimatter Charge S Blueprint,167,Hybrid Charge Blueprint,,NA,0,0.01,0,1,,,0
21336,Guristas Iron Charge M,85,Hybrid Charge,992,Medium,0.1,0.0125,0,100,,10000,1
21338,Guristas Tungsten Charge M,85,Hybrid Charge,992,Medium,0.1,0.0125,0,100,,10000,1
21340,Guristas Iridium Charge M,85,Hybrid Charge,992,Medium,0.1,0.0125,0,100,,10000,1
21342,Guristas Lead Charge M,85,Hybrid Charge,992,Medium,0.1,0.0125,0,100,,10000,1
21344,Guristas Thorium Charge M,85,Hybrid Charge,992,Medium,0.5,0.0125,0,100,,100000,1
21346,Guristas Uranium Charge M,85,Hybrid Charge,992,Medium,0.5,0.0125,0,100,,100000,1
21348,Guristas Plutonium Charge M,85,Hybrid Charge,992,Medium,0.5,0.0125,0,100,,100000,1
21350,Guristas Antimatter Charge M,85,Hybrid Charge,992,Medium,0.5,0.0125,0,100,,100000,1
21352,Guristas Iron Charge L,85,Hybrid Charge,991,Large,0.01,0.025,0,100,,1000,1
21354,Guristas Tungsten Charge L,85,Hybrid Charge,991,Large,0.01,0.025,0,100,,1000,1
21356,Guristas Iridium Charge L,85,Hybrid Charge,991,Large,0.01,0.025,0,100,,1000,1
21358,Guristas Lead Charge L,85,Hybrid Charge,991,Large,0.01,0.025,0,100,,1000,1
21360,Guristas Thorium Charge L,85,Hybrid Charge,991,Large,0.05,0.025,0,100,,4000,1
21362,Guristas Uranium Charge L,85,Hybrid Charge,991,Large,0.05,0.025,0,100,,4000,1
21364,Guristas Plutonium Charge L,85,Hybrid Charge,991,Large,0.05,0.025,0,100,,4000,1
21366,Guristas Antimatter Charge L,85,Hybrid Charge,991,Large,0.05,0.025,0,100,,4000,1
21368,Guristas Antimatter Charge XL,85,Hybrid Charge,1004,Extra Large,0.1,0.125,0,100,,10000,1
21370,Guristas Iridium Charge XL,85,Hybrid Charge,1004,Extra Large,0.1,0.125,0,100,,10000,1
21372,Guristas Iron Charge XL,85,Hybrid Charge,1004,Extra Large,0.1,0.125,0,100,,10000,1
21374,Guristas Lead Charge XL,85,Hybrid Charge,1004,Extra Large,0.1,0.125,0,100,,10000,1
21376,Guristas Plutonium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21378,Guristas Thorium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21380,Guristas Tungsten Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21382,Guristas Uranium Charge XL,85,Hybrid Charge,1004,Extra Large,0.5,0.125,0,100,,100000,1
21384,Dread Guristas Iron Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21386,Dread Guristas Tungsten Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21388,Dread Guristas Iridium Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21390,Dread Guristas Lead Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21392,Dread Guristas Thorium Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21394,Dread Guristas Uranium Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21396,Dread Guristas Plutonium Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21398,Dread Guristas Antimatter Charge S,85,Hybrid Charge,993,Small,0.01,0.0025,0,100,,1000,1
21400,Dread Guristas Iron Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21402,Dread Guristas Tungsten Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21404,Dread Guristas Iridium Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21406,Dread Guristas Lead Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21408,Dread Guristas Thorium Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21410,Dread Guristas Uranium Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21412,Dread Guristas Plutonium Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21414,Dread Guristas Antimatter Charge M,85,Hybrid Charge,992,Medium,0.05,0.0125,0,100,,4000,1
21416,Dread Guristas Iron Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21418,Dread Guristas Tungsten Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21420,Dread Guristas Iridium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21422,Dread Guristas Lead Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21424,Dread Guristas Thorium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21426,Dread Guristas Uranium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21428,Dread Guristas Plutonium Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
21430,Dread Guristas Antimatter Charge L,85,Hybrid Charge,991,Large,0.1,0.025,0,100,,10000,1
